SiO2,TiO2,Al2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,Li,Be,B,N,F,S,Cl,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Pd,Ag,Cd,In,Sn,Sb,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U
66.6,0.64,15.4,5.04,0.1,2.48,3.59,3.27,2.8,0.15,24,2.1,17,83,557,621,370,14,97,92,17.3,47,28,67,17.5,1.4,4.8,0.09,1.6,84,320,21,193,12,1.1,0.00034,0.00052,0.053,0.09,0.056,2.1,0.4,1.4,4.9,628,31,63,7.1,27,4.7,1,4,0.7,3.9,0.83,2.3,0.3,1.96,0.31,5.3,0.9,1.9,0.000198,0.000031,0.000022,0.0005,0.0015,0.05,0.9,17,0.16,10.5,2.7
