Sample_ID,Latitude,Longitude,Age,Lith_ID,SiO2,TiO2,Al2O3,Fe2O3,FeO,FeOT,MgO,CaO,Na2O,K2O,P2O5,MnO,LOI,La,Ce,Pr,Nd,Nd143_Nd144,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Y,Hf,Ag,As,Au,Ba,Be,Bi,Cd,Co,Cr,Cs,Cu,Ga,Ge,Hg,In,Li,Mo,N,Nb,Ni,Os,Os187_Os188I,Pb,Rb,Re,Sb,Sc,Se,Sn,Sr,Sr87_Sr86,Ta,Te,Th,Tl,U,V,W,Zn,Zr,Si,Ti,Al,Fe,Fe_Carb,Fe_Ox,Fe_Mag,Fe_Py,Fe_Hr,Fe_Hr_Et,Fe_Py_Hr,Fe_Et_Al,d56Fe_T,d56Fe_Py,Mg,Ca,Na,K,P,Mn,C,TOC,TIC,TC,d13C,d13C_Carb,d13C_Org,d15N,CN_Ratio,S,S_Py,S_Org,S_SO4,CAS,d34S,d34S_Py,d34S_Obs,d34S_CAS,d34S_Bulk,d34S_Gyp,d238U,d98Mo,Tmax,Eu*,CIA,CIA_uncorr,CIA*,CIA*_approx,WIP
0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.0004,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.07,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0007,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
